Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
school,6.675857953602333,3.3236722916288106,6.6027618117707325,76.51972634905994,9.0,7.0,,1
working_student,2.2349839980054846,6.525662960223215,1.5809595847301587,76.89899603043413,6.0,3.0,9.0,1
college,7.0947368948988325,8.596366593701434,3.8867575026825865,80.69748002172884,4.0,6.0,,0
college,6.058935956120766,3.802576342592358,2.788434548634618,70.4342555720883,7.0,3.0,12.0,0
working_student,5.047494431453073,5.675638281062502,0.7750886871055704,65.23638489718691,7.0,7.0,,1
school,7.210119958134724,1.5499001903024627,2.584291225265385,71.59028740007699,8.0,5.0,1.0,0
college,4.891397593999884,6.767121475119946,2.8826038677643293,77.67587539703116,5.0,8.0,8.0,1
working_student,5.671895885481481,6.790063438076129,2.9136257651039754,66.03472769699384,6.0,2.0,8.0,1
school,7.967908444371309,3.448022644316837,4.2719384792818,,4.0,5.0,8.0,0
college,7.629575199437254,2.3260801304847742,2.4913759329913665,82.85957532131404,,7.0,10.0,0
college,8.03606305864131,4.776185796096937,2.1098235987938434,76.80774229924438,1.0,9.0,2.0,0
school,6.556038589892581,3.883118203936802,4.635634486393908,96.74163393112337,4.0,2.0,1.0,0
college,6.575239767179481,5.304815844318727,4.2716593742988405,88.52124922127918,9.0,8.0,2.0,1
school,8.43021766329758,2.6171894316254094,6.946186892926429,66.4141314551951,2.0,,5.0,0
school,7.201403450996051,3.2053643654416417,7.657397877605736,82.11304106681624,7.0,8.0,1.0,0
college,5.326064908161663,3.8213864902313404,5.182982423228724,88.98053791533538,5.0,5.0,2.0,0
college,2.366331881875351,2.3375514989686184,2.3305677050848645,96.33654497927984,6.0,6.0,2.0,1
college,4.262081223033669,4.442583723908306,2.065969546286291,83.552254289941,2.0,7.0,4.0,0
working_student,6.275027225940874,,,85.16001266985901,7.0,,2.0,0
school,7.6573285833606075,3.714129771208486,6.2950852329074785,70.37565242350574,,5.0,2.0,0
college,7.030674648511034,4.972535054476487,6.027963098879389,84.40558237010869,5.0,1.0,1.0,0
college,6.480419766172994,0.9762017295535625,8.436607467044482,95.27037491353676,7.0,5.0,7.0,0
college,5.363995712135269,5.9132408625305795,,77.53301253617394,5.0,10.0,10.0,1
working_student,6.610176312086339,6.045391501929819,5.4244354027989665,93.43224105889804,6.0,3.0,12.0,1
college,5.990415200726931,5.316026772924443,5.899075677295818,92.15012613621626,7.0,6.0,,1
school,6.713639128669998,3.75578861290677,3.383114229619003,80.22075022550733,5.0,4.0,12.0,0
college,6.084778845638857,4.7394258802641005,1.9882267894145644,70.5023376541344,7.0,7.0,2.0,0
college,8.420635845781552,6.624010689852532,0.3823849796658504,76.48105729325717,5.0,8.0,1.0,0
working_student,,3.62136840328807,4.799144973339921,81.66575499593185,6.0,9.0,1.0,0
school,6.600005874956661,2.797462135962395,8.81611278642482,99.72192984257538,5.0,6.0,3.0,0
college,9.667559300749136,2.236169487519591,0.6881772452276174,75.39509023299878,8.0,7.0,,0
college,6.1027097721166825,7.497738090405948,3.982305947176858,84.1480907310441,10.0,10.0,11.0,1
school,7.740598363347039,4.624233814785678,4.22203012690214,83.58291725506652,2.0,4.0,11.0,0
working_student,2.813606248580233,6.935552827538597,1.3702301989361194,66.59647703960124,4.0,5.0,8.0,0
college,6.148049393174147,6.280326500822042,0.4362996140224955,84.20550500360787,6.0,6.0,3.0,0
college,7.1754568244603565,4.840382460937315,0.6541171352022725,,7.0,7.0,5.0,0
,5.66630610700735,4.098422087738338,4.413981771523971,92.02939379119368,5.0,6.0,9.0,0
college,,3.5002672269302257,3.4923077011227828,75.21248440423865,6.0,7.0,4.0,0
college,5.385970369730893,5.697923830064438,6.762929933585815,76.67792850942377,9.0,8.0,5.0,0
school,6.422923523474067,5.389976978563021,4.634223676053137,76.22103370484733,1.0,6.0,12.0,0
college,5.346111665144347,3.960253592283899,7.9759498487850085,98.37118042254723,5.0,1.0,2.0,0
college,7.368875643428202,,2.9081940380739306,79.94933216412024,2.0,9.0,7.0,0
college,4.831910475972065,7.510415312740943,1.2037610673958743,69.94451120908478,7.0,6.0,12.0,1
school,7.554434399648849,1.4007478581491057,8.552797991815654,82.06329626703977,5.0,8.0,4.0,0
college,8.31203390383935,3.4447456333142217,3.8652467840017914,97.85792006920339,3.0,8.0,7.0,0
,5.2881940507611125,6.484652172801371,5.382039590678556,96.4724343387176,,4.0,11.0,0
college,5.948204997565394,8.250847157849764,5.088996288969264,73.31827525599107,3.0,2.0,1.0,1
school,6.467005704734175,2.24773289642678,6.488392946322353,86.99021123527785,4.0,4.0,8.0,0
college,4.987358839486173,7.618467259948312,3.4188163274762036,97.50888281093864,8.0,4.0,11.0,1
school,6.856300992553683,3.449934931364681,0.5888126489065857,71.83327080059263,4.0,1.0,7.0,0
working_student,3.3089789816119746,3.5739932541757184,2.027626150025924,75.86435531613513,5.0,7.0,10.0,0
school,6.06257491490939,3.360837033598772,3.6099037872563007,77.5776186763492,5.0,7.0,1.0,0
school,7.366863185822434,2.782127711028924,4.315566873328451,92.96245506479437,4.0,7.0,8.0,0
working_student,3.6326602548916935,5.715444337955281,2.5243812609871306,86.56629209134783,10.0,8.0,12.0,1
working_student,7.270915159363129,7.1087226711609866,4.432666590827221,93.82372886395004,4.0,3.0,8.0,0
college,5.053981749104587,0.0820754243351074,1.6330386595813982,92.71065833393615,3.0,10.0,3.0,0
working_student,7.654500014416259,5.845309136075225,4.938949462239282,87.09173527165416,3.0,,6.0,0
college,,3.5956973411287545,2.167029360317886,59.00554446873987,7.0,9.0,10.0,0
college,6.110664060323669,6.910304040740472,0.641604154754285,90.05117345692466,3.0,6.0,6.0,0
college,6.177398921016945,6.969941953658534,0.17060445553025216,,8.0,1.0,3.0,1
working_student,5.330668811512065,,0.6258290612869062,89.96079923465606,4.0,5.0,10.0,0
college,5.5703912914143,1.2146529946102225,2.928775494583628,87.33625680343133,6.0,5.0,3.0,0
school,7.321908617711738,,4.495894958897784,67.01138682356546,4.0,9.0,2.0,0
school,7.5200282351700904,1.5439404690911285,1.4183445209656527,94.84030696529823,4.0,5.0,12.0,0
college,5.402872891095765,8.71049395940605,1.9103041808843917,87.7551675784452,8.0,9.0,4.0,1
school,6.890632110077885,2.286010909985262,6.879019332626136,74.77883217834889,6.0,6.0,10.0,0
college,6.188335219002133,5.188705156027491,3.2324950721583723,95.73277040540975,7.0,3.0,6.0,1
school,7.777599435036815,,1.9727977905650889,69.35036397957248,4.0,8.0,6.0,0
school,6.3737915370865785,2.2853347367510466,2.7183460390812124,71.72158241810156,2.0,7.0,4.0,0
college,5.973788111049129,4.559162077639825,4.036241668689884,80.22446207896374,7.0,1.0,7.0,1
school,8.448356357386078,,5.725512602154838,96.5545694156598,5.0,2.0,10.0,0
school,6.875721226464508,2.4722914439224204,6.502271485041378,59.56004599218871,8.0,,10.0,1
college,6.808680536377708,8.263208440115294,4.087301162127099,,3.0,4.0,1.0,0
school,5.913677660093242,4.142386973213567,5.277872629453052,67.25098880624383,8.0,,7.0,1
working_student,3.7003605367844394,5.01489083614142,2.463196919992921,77.2630807119557,9.0,3.0,7.0,1
college,5.9297386825121885,7.776121748940927,4.213234245603905,90.81768024347213,8.0,8.0,9.0,1
college,5.886877708049763,0.9508509882377801,2.391383516693285,77.42902710862577,3.0,6.0,10.0,0
college,4.455186267665271,5.869327523424515,4.568348415545859,81.15361092209591,4.0,10.0,3.0,0
college,5.27554796136651,6.614932587036852,4.112110732104546,79.04281056900712,6.0,2.0,9.0,1
school,6.084740177430848,3.175402591105134,3.9930077950890075,76.3730471277102,5.0,5.0,8.0,0
college,6.820291320682848,5.875446793486877,4.948260432920958,87.61580804347238,5.0,7.0,4.0,1
college,4.626967546807004,2.983269042209577,4.768914531053755,99.08205138465274,8.0,8.0,5.0,0
working_student,5.574039049390723,6.115546257753615,4.6159363545415095,86.11772271520758,4.0,5.0,,0
college,7.402565857537708,3.5861809016954305,,83.56851175106179,3.0,7.0,12.0,0
working_student,5.635266218980925,5.098981380279021,3.269375976989232,95.20752080241904,5.0,2.0,9.0,0
college,6.686766316154219,10.052551670208354,2.672605541061989,87.5223911839221,2.0,8.0,3.0,0
college,5.701245812349314,5.264147445265816,3.8743264410697784,78.61912920510218,5.0,4.0,7.0,1
college,5.9975036499825425,6.269998806377872,3.9235841908204514,53.13484377158323,3.0,3.0,4.0,1
college,4.4917938911687925,5.257044319401022,1.967170786787798,84.86060118423548,7.0,6.0,3.0,0
working_student,7.724402855590769,1.972351446524194,4.36250139846018,83.33334956798097,7.0,5.0,2.0,1
school,5.7659529536478775,4.704806328615805,7.247750147176889,79.92567590350501,4.0,,4.0,0
school,6.018810252248329,3.1106547083562823,2.348799606404093,93.90295848708779,3.0,5.0,7.0,0
school,8.22358573246515,4.264741586553781,5.098402276182166,87.54136078924853,3.0,4.0,7.0,0
working_student,4.4325558334938515,9.122143071362201,3.2273106949032693,87.49959667051063,8.0,5.0,2.0,1
college,6.393019784995019,5.052078804417574,3.3985619619014362,63.3178265165702,,9.0,1.0,0
college,4.418337268654104,5.166491595534732,3.6978426757551888,82.57907508369183,6.0,7.0,6.0,0
school,,3.2106655423046466,1.6729038320858771,69.3464221136846,6.0,4.0,12.0,0
college,7.496383772013451,6.273129397938642,8.835428365652142,64.46846260213522,2.0,10.0,,0
working_student,5.804878914214312,9.319355161467156,0.5131590881956759,86.25775156833441,8.0,,3.0,1
college,7.215633144459859,7.280132754634527,4.98804089471103,76.86543440550679,5.0,5.0,9.0,0
working_student,3.7529552631081553,5.846225702930549,3.3143719009475956,64.68182055924692,4.0,4.0,12.0,0
college,6.250055145172594,5.783949019552036,3.000747498415657,84.54575990373623,4.0,,6.0,0
,2.743090911261904,5.682689561792696,2.3695695410586977,59.30343765417258,4.0,8.0,6.0,0
working_student,4.378582839628689,5.52818084285905,3.2577103009531445,89.20003213101143,,7.0,9.0,0
school,7.11825443310614,4.166425511482935,3.75196594822714,69.82671048498437,6.0,7.0,5.0,0
working_student,6.930285501607153,7.274020394271408,1.5820181652478982,82.12499625985014,1.0,5.0,3.0,0
working_student,4.923892318557046,5.166090176633123,3.9913264827544985,88.60483573995913,7.0,,7.0,0
,5.379347023388699,4.158976875698963,5.271218532076931,79.38267107437647,5.0,6.0,8.0,0
college,3.7528029255738344,2.1053557531090323,3.0922379011314405,83.99236732679448,3.0,5.0,7.0,0
college,6.059770385503478,3.3723013042038583,5.205396317409246,80.87769585526915,9.0,4.0,9.0,1
college,5.521812682940696,5.318051854878816,1.6309470095980252,95.28965075960733,2.0,10.0,3.0,0
college,2.8705214604674376,2.258796282551228,5.343652583014579,99.84391161200661,6.0,3.0,2.0,0
college,5.733821826870481,6.067808340287873,6.594159699685877,83.39658318136875,5.0,7.0,2.0,0
working_student,8.281340493140616,4.5481763444011225,,76.66679334315494,6.0,9.0,6.0,0
working_student,6.377838685890341,7.917133878626773,4.297661462409018,79.6677058398907,9.0,5.0,4.0,1
school,6.670863865804882,2.184576922128222,0.833117434428599,95.38797965496185,4.0,,9.0,0
school,8.06410302217747,0.9078123232388614,2.689859325726766,70.43247087917179,2.0,7.0,7.0,0
college,7.200188452865121,6.431612381616301,,63.50128503799331,6.0,7.0,12.0,0
college,4.377797970461376,7.326735896412373,4.240867921358132,95.6095328145569,4.0,8.0,,0
college,,5.830796861296555,7.430794369665412,98.3328997088378,4.0,2.0,8.0,1
college,7.75859970262021,4.87628811335434,4.678465310040003,94.88893577201726,2.0,6.0,9.0,0
college,2.8444957148342085,5.112287232338218,0.8628095175478605,94.99058004348592,2.0,7.0,2.0,0
college,7.23230053190366,6.645155172641739,1.6130055836289054,79.67201466209013,5.0,2.0,10.0,0
school,8.31491758039453,3.3902749715509346,5.617650248712136,86.52598784283282,6.0,8.0,6.0,0
working_student,3.5131437592235613,3.001626048069465,,66.44543031621699,4.0,9.0,1.0,0
school,,3.9128038309214426,3.576323716057208,74.97904933120044,8.0,6.0,1.0,0
school,8.26905522793866,2.6746231238239586,5.20881356029153,69.06857242571007,5.0,1.0,9.0,0
working_student,4.7810580783709025,7.778864056410295,2.281608488213865,91.53842620751993,3.0,6.0,2.0,0
college,6.0699093413683,4.069076648923592,1.1400572468463683,81.92974857030099,5.0,7.0,3.0,0
college,7.140127805881693,6.876849298296081,4.073509014441845,,7.0,6.0,2.0,1
school,8.615481236453435,1.8160712213654029,7.771845534590152,56.277161120036574,9.0,6.0,9.0,0
college,3.291260289381516,4.759074711454133,3.407675897860865,97.59756796513527,7.0,3.0,1.0,1
college,7.425509237883766,9.00823592298155,0.9774909210881702,0.0,3.0,8.0,4.0,0
working_student,6.588406519548654,4.1910282781923325,2.751132254745986,80.21167544388224,6.0,,10.0,1
college,4.181480355176497,4.839176307518163,3.246184152324669,76.50361695498036,1.0,,5.0,0
school,,2.514957782686171,5.234910691026819,67.09935752048075,1.0,5.0,7.0,1
college,,5.232411939610732,2.440835953394688,77.29172452273951,6.0,5.0,11.0,0
college,9.120115748056374,3.9007138090982614,3.120677312161912,98.32622343220675,1.0,3.0,10.0,0
college,5.549124412652031,1.9032560797926932,5.9741508073015925,79.51266192573154,7.0,8.0,6.0,0
college,4.978821500364941,-0.6947608537638578,4.473541917627829,64.25918177051017,10.0,7.0,2.0,1
working_student,5.942591354379415,11.782177550595476,7.188292050474859,83.8657287089955,6.0,7.0,11.0,1
college,4.0473425258774185,0.1770206150708753,3.353235023173661,74.08504365943065,5.0,4.0,11.0,0
college,6.612799717597525,4.118372175536018,0.3792145430492152,84.21038395559576,6.0,,4.0,0
college,4.871092596906477,5.547041781023042,3.0066332648231757,87.42744598940172,3.0,8.0,2.0,0
school,6.398121879467005,0.8813510819099541,1.588815792721466,79.6257228540885,5.0,4.0,11.0,0
college,6.2545437290337285,5.240125459823742,,76.6485934045704,7.0,8.0,,0
college,7.829978534097459,6.958173662576287,3.3284660749585506,90.54924740445708,1.0,2.0,11.0,0
working_student,5.709648216322919,,0.9911241227854712,58.54515378276574,6.0,4.0,12.0,1
,3.3189399446929695,8.49046483857821,0.042838199934170706,72.72219727492622,7.0,6.0,4.0,1
working_student,5.712941787976741,7.580918369174384,,98.33948051836751,5.0,5.0,5.0,0
school,5.5630878292316535,2.2231299990935143,3.434640142360521,67.91448943896337,9.0,7.0,4.0,1
college,6.671093745589827,5.486115972465991,3.4077370286667237,64.75952428230677,3.0,9.0,5.0,0
school,7.377590211366429,2.2457655697686487,5.210162898836074,95.73893904791157,7.0,6.0,11.0,1
school,7.643684313988412,3.168350359482736,4.355916218148104,80.77585078903047,2.0,5.0,2.0,0
college,7.019573167073125,3.0045634232118013,3.065534065060258,96.43544076610169,6.0,3.0,12.0,1
college,5.701281607121904,5.099296018772762,3.7716583283774225,68.33779731800989,7.0,9.0,4.0,0
college,2.35389413602742,5.8664942458955025,3.1668933817579505,73.11611563571262,5.0,4.0,11.0,0
,7.495763711224238,9.658037277183077,5.009335588760591,71.86676321545991,7.0,7.0,,1
school,6.604293867398187,2.2469169664398163,2.8006181755056225,71.1496383112171,10.0,5.0,8.0,1
college,6.730243485373463,6.4942817575035585,5.4893825425282765,,9.0,,3.0,1
,,2.1759475433707567,3.1180211592478093,84.3336074472377,7.0,7.0,1.0,0
school,9.633358694138629,2.1310322283666703,5.4138917292401505,83.05667906128615,4.0,9.0,7.0,0
school,6.638657143519184,8.89241910370282,4.472470157691263,73.42938485265259,5.0,7.0,10.0,0
,6.6571984767137105,5.350722845688896,4.10429963080718,98.34509397289355,4.0,5.0,9.0,0
working_student,7.182134391376174,3.2613981446857223,2.413707797607022,79.88838909933997,8.0,7.0,3.0,1
college,6.029834818348131,9.596174741372618,3.5368510632516217,82.82592245205119,3.0,3.0,10.0,0
,7.9237441718202035,2.4915445168485295,2.844040750502332,88.29677072998322,2.0,9.0,1.0,0
college,8.409628513751839,2.7636822887788295,4.881204418941848,88.82401669657956,4.0,6.0,8.0,0
college,7.665954000824907,3.8814456246643494,2.6192855515159814,73.45061921224908,2.0,2.0,2.0,0
working_student,4.907113308896602,3.10633730516323,0.3814670382608494,73.54336843693946,6.0,8.0,6.0,0
college,5.038916728671362,4.537733948674589,1.6022823857937747,76.37781141537384,7.0,7.0,10.0,0
college,5.82943074992997,7.9277583024069465,0.8952675244066048,89.90144081986946,5.0,3.0,10.0,0
college,5.913407056387512,8.345816487914117,1.4981461667121234,69.45566388545149,3.0,9.0,1.0,0
college,8.037517738074387,6.209118398447046,6.057805128043042,65.87424809909756,8.0,6.0,2.0,0
college,9.035361316835752,3.1714885190751327,1.9954905178781914,81.4011019895186,3.0,4.0,7.0,0
college,5.9102559869877584,,3.0667958048156443,77.84173308860241,,6.0,9.0,0
college,5.668298957710013,4.2396077306324464,4.966198536530708,78.67436242338498,7.0,3.0,6.0,0
,7.657895617640563,6.648134281351061,3.4015619280359144,74.36938555985476,1.0,10.0,6.0,0
college,4.561135949607671,3.71026643215837,2.606769535969041,78.60595866631077,5.0,5.0,,1
school,7.489781480325478,6.574341452714638,5.0992497448895096,97.591542946661,4.0,6.0,10.0,0
college,4.000041096652737,1.8242955072014733,5.413839833612231,96.29062939474014,10.0,7.0,,1
college,5.8338263719652215,3.2427160329516185,0.41344551800472384,78.91108224460594,3.0,5.0,6.0,0
college,,5.356544775204773,,98.91985013939367,10.0,7.0,,0
college,4.481820519841865,6.209712376157308,0.5277939008571169,69.68712208751357,3.0,8.0,10.0,0
,6.538890256510427,2.638037339664254,3.505008122732637,66.09236908512624,9.0,6.0,1.0,1
college,6.639541273791671,4.964347978298891,2.007203980471711,50.15945079781059,7.0,4.0,2.0,0
,6.695258898169665,4.087932297176672,6.019942698777385,84.12030499469999,6.0,5.0,1.0,0
school,8.538458426642508,3.1728164620975203,2.6475719754748743,98.34233814907417,4.0,1.0,4.0,0
school,8.336710579981252,4.077535452866444,4.514329767434299,,,4.0,5.0,0
,6.902749737484422,6.538597574351233,7.526189765859161,90.83695667710526,,6.0,10.0,0
college,6.910565079782039,8.132374303618807,4.603465299904454,91.85569269784483,6.0,3.0,6.0,1
college,8.351633740399816,3.3392912925324985,5.986752277905222,98.7006437517413,9.0,10.0,5.0,0
college,4.084394616821462,3.288559004908315,4.853563592734858,76.74349119811627,5.0,6.0,5.0,0
working_student,6.841217011712268,6.301414305168077,2.8480824395295086,46.606653259225126,4.0,10.0,1.0,0
working_student,2.8039244467564615,7.015175444479313,0.9970792117573679,75.8425447520321,8.0,8.0,5.0,1
college,6.663994986391459,5.701980775819939,2.0093806416762217,85.16587539338585,5.0,7.0,3.0,1
working_student,7.011010709064153,3.2552846213800466,4.282398071158466,78.57680169341616,8.0,7.0,8.0,0
working_student,,2.6550460325305614,1.8185524105128776,94.2021152690528,,7.0,11.0,0
college,6.01082132076675,8.322597091345097,1.10899870986173,,10.0,5.0,11.0,1
,4.874834059308579,4.324612148849064,2.7807595402861676,,10.0,5.0,11.0,0
working_student,5.732265902493021,5.319989740577025,4.211159377540731,84.21552767292603,5.0,8.0,,0
school,7.148962719174105,2.892390637557317,3.289236327375772,80.19592236550565,5.0,,4.0,0
school,8.45118961023897,1.8101794383913947,2.924130017535805,82.20640710821247,8.0,5.0,2.0,1
college,6.523576227604142,6.344412439092775,5.284379053702675,61.77234523019817,5.0,8.0,7.0,0
working_student,4.924891031894125,9.036720884034057,3.8632002782585624,75.07293014809905,8.0,7.0,12.0,1
college,5.522445578660213,4.831982286285686,5.89124363842058,80.05775632119125,4.0,5.0,2.0,0
school,8.110385862062476,2.6427270143834707,3.7408293735989875,84.19395026856762,,8.0,9.0,0
school,7.07293946184059,5.2694731234573045,0.05789506601430239,81.01291043153978,6.0,1.0,4.0,0
college,8.174229244393466,5.378826317855359,,64.0610587572219,8.0,,5.0,1
college,7.971948038273715,7.493254400498959,7.511186127236793,71.95789381061533,7.0,3.0,7.0,1
college,6.5385968788162545,2.9918868747944005,3.4523641637993316,96.24763783493528,1.0,3.0,9.0,0
college,8.358986131780034,4.382396771727191,,71.25301082047223,8.0,8.0,7.0,0
college,5.848504409498008,4.904756334202933,5.768247295084592,94.10441930476931,7.0,3.0,7.0,1
working_student,5.307745584470324,8.04452528878893,0.5567436205096907,91.15550612516125,10.0,6.0,2.0,1
college,6.240332575485552,3.895909739034265,4.843423445664586,76.58057240332377,6.0,1.0,12.0,0
college,,0.6474426158105434,,97.7537941805953,5.0,7.0,4.0,0
college,6.978775772896852,4.558204972122668,2.6591568122220983,74.6894166514098,5.0,6.0,12.0,0
college,,,2.8195307700059558,94.52719894327075,4.0,10.0,12.0,0
school,7.354654958282814,3.2798387758748,3.590479083734169,69.45645447378844,6.0,1.0,10.0,0
school,6.716879934953375,3.825523468316073,5.442582844886929,84.34380138027687,8.0,6.0,12.0,0
school,7.914137059189408,4.012749202117199,4.7920033195434355,86.64373896765727,6.0,5.0,7.0,0
working_student,3.5456537714882472,5.624577639318831,1.5136071620732345,81.17149318168038,7.0,6.0,3.0,1
school,6.603396379031841,1.859585553487009,1.2946358396285906,97.53675057311149,3.0,1.0,10.0,0
working_student,5.919059376491282,4.402169754035809,1.9482379402616432,70.4015453611484,2.0,4.0,7.0,0
college,5.583900002040136,3.43702878152357,5.158445128227136,,2.0,3.0,12.0,0
working_student,7.972977180254471,3.8517753540625495,,98.97936274481108,2.0,5.0,8.0,0
school,,3.403497623474479,3.0049618279656,,4.0,5.0,1.0,0
college,4.7825730926207495,6.628395419019409,3.029147634440499,76.00179045348928,2.0,8.0,2.0,0
college,6.439663734661358,5.554691247598304,2.420519776246254,78.57627107264548,6.0,2.0,10.0,0
working_student,5.633969681541308,4.396554204417969,0.42313557448198935,75.00555088207538,10.0,6.0,1.0,1
college,6.479211040610893,4.46024816425658,2.4078879987880777,95.36334998843009,5.0,9.0,7.0,0
working_student,4.513263925586011,10.965245202726019,0.5661619860400553,84.79373103310593,5.0,,2.0,1
working_student,5.1616236958957185,8.42683704455864,1.5362223723672794,97.74293891845704,5.0,1.0,6.0,0
college,,5.71600104594656,1.301629615079725,89.41869419879181,6.0,3.0,10.0,0
school,5.850539075569206,2.9988173278820454,6.604176052286998,75.35151452870134,2.0,6.0,4.0,0
college,8.890436989060394,1.856642909812896,3.5488439833622274,89.65698053673516,8.0,5.0,10.0,0
college,5.501186034412095,8.818000771189341,4.975713458344151,93.40102999069009,7.0,8.0,2.0,0
school,6.563154245597651,4.295132055206748,0.2993715110325853,,4.0,6.0,7.0,0
college,2.4968903717963347,5.529018575090495,3.893965905490996,74.73094752340988,5.0,9.0,5.0,0
working_student,5.193510217070208,5.5160328266135785,2.131931448466921,91.40914888518455,3.0,9.0,12.0,0
,5.811347711006945,3.369426695272039,,82.99788039771187,7.0,5.0,11.0,1
,5.4617824943100794,8.421657240504727,3.1066509795974726,74.80681774855638,7.0,7.0,6.0,0
school,8.16231437913271,2.111425857819747,4.587839629423006,60.0782411015732,6.0,7.0,9.0,0
working_student,,11.0617013953816,3.270598884546879,84.9282846137941,3.0,6.0,8.0,0
college,6.922608166714447,3.6972788771906266,4.4099245600972425,78.93726341223149,3.0,4.0,1.0,0
school,6.769198890008961,1.762106392712891,1.0065795497984298,78.63482021085801,1.0,6.0,9.0,0
college,5.245310007785121,3.7279413047079375,4.516106086017956,64.38494479366639,3.0,4.0,7.0,0
college,3.656427038377676,7.44515734984854,2.866676312814837,80.63060458157106,,6.0,,0
college,3.8801446870506417,5.92977443140046,2.0228995615897576,79.0261075756452,1.0,2.0,6.0,0
college,4.9245572299701035,4.077369312743744,3.9798456224215126,78.32319935248067,5.0,6.0,6.0,1
college,5.151692780427615,5.7656636009472635,7.4138083509717205,69.64331682776705,2.0,6.0,9.0,0
working_student,6.38920838203737,5.690264656481804,3.9007455787901795,71.66063681984427,5.0,5.0,,0
college,3.776170600401988,7.993416377645213,3.193074625730519,88.11205661886403,1.0,3.0,3.0,1
school,6.635326665560938,1.384507928176544,0.5870164364145882,87.44239337568854,4.0,9.0,9.0,0
school,9.167510631774466,0.1455439715266843,4.429081670515861,96.61425918588957,6.0,5.0,,0
college,5.708739581547463,5.230685117027535,1.9575122476514266,82.20111228035164,4.0,1.0,5.0,0
working_student,5.22416432971059,5.82090790944339,4.331821991279419,77.85284599630991,3.0,6.0,4.0,0
working_student,5.996285867711201,6.474681506287228,2.9027073529698444,63.839103106247386,5.0,3.0,8.0,0
college,7.41057925440471,2.8444750858551275,1.885182332434224,77.25839431508182,9.0,2.0,7.0,1
college,8.047030838058285,6.189433819221388,5.912425584627796,60.48990496143756,7.0,,9.0,1
college,8.624886824791771,4.8424241219946484,0.31620914982693193,99.28924446389624,9.0,1.0,1.0,0
school,6.963539477086333,2.113987330310955,2.667690405774099,57.88084882637712,,9.0,8.0,0
working_student,7.892543515777242,5.892486470029257,5.972184366861368,70.18753644098977,4.0,8.0,4.0,0
school,9.221350764306152,2.8609240938069433,1.9414222848565001,91.67749926691741,10.0,9.0,10.0,0
college,7.70263381475388,5.510078158636367,2.104887134567017,,8.0,6.0,9.0,1
working_student,7.026144336160843,7.180439853426095,5.038197130942422,96.96146325595947,4.0,9.0,1.0,1
college,6.05991925628946,6.981330561930185,3.8623458522095175,87.8112929700292,2.0,1.0,6.0,0
school,6.762495596372231,2.679726743601103,5.613594923682424,66.97859842176834,5.0,5.0,3.0,1
working_student,2.042654573193338,4.496659633802867,4.868911263478974,92.92098178339783,4.0,4.0,9.0,1
working_student,6.444778804909585,5.079709194685639,2.7898052399623015,79.40098686660033,5.0,9.0,6.0,0
college,4.845511104039249,7.002754393831788,2.4948889303785426,68.68661825697384,9.0,,5.0,1
college,7.521284165331113,5.2168781796901555,2.470452586435311,59.89821303443312,2.0,8.0,11.0,0
working_student,6.243525937270214,7.563174814701059,3.120346087189693,92.22969911277183,2.0,5.0,3.0,0
working_student,,3.970564627628292,1.39915999219409,82.980363480317,9.0,6.0,5.0,1
college,6.920075378236832,5.279658454788126,4.67757378443045,82.01789368480752,6.0,6.0,10.0,0
college,4.215686461411869,6.427948826596506,5.237446512347936,74.34142272664872,7.0,6.0,8.0,1
college,8.32276604157566,7.52817216909197,6.5427607776543155,96.2150801789845,2.0,9.0,10.0,1
college,6.663994986391459,5.54652184391015,2.0093806416762217,85.16587539338585,5.0,7.0,3.0,1
working_student,3.9545532840894255,3.538474051753766,6.317352396881293,69.42640934530897,4.0,6.0,12.0,0
college,5.879163119391131,5.007188763424765,4.796495034150915,76.66424976087063,6.0,6.0,11.0,0
school,6.880380032120826,4.472163286295442,0.25533329459126897,88.09651469259202,5.0,,5.0,0
college,6.056845869014959,3.283638548905971,0.48326075289391046,86.60934803447373,5.0,9.0,1.0,0
college,2.396519364763029,9.080341241830181,4.0017854913572455,63.632014562899975,4.0,6.0,4.0,1
college,4.850284987054815,7.70238605370229,4.842979431413545,77.98737092923629,1.0,6.0,1.0,0
college,5.396081762792465,7.959105556828426,4.013787657363443,98.34015506819556,6.0,7.0,10.0,0
school,7.978076004417677,1.3006446830093696,,68.66603048014318,3.0,4.0,11.0,0
,9.61883462152114,1.5107051675480276,5.736890786583719,92.95062404172359,7.0,5.0,11.0,0
school,7.755106297389076,0.52742293615357,2.953843277733495,86.97819033944783,7.0,6.0,9.0,0
college,7.304186852829181,7.163580362480874,4.287082574313037,88.86522776578303,4.0,5.0,8.0,0
working_student,6.128415434824452,4.741268854141438,6.5989907619795165,76.29999729579549,4.0,9.0,9.0,0
college,6.705468292851137,1.7898642880977862,3.84059736587019,86.62748695968956,4.0,10.0,3.0,0
working_student,3.3492996797728862,8.003040387678476,5.815044887361943,56.57252617343187,8.0,8.0,4.0,0
,6.227680814034458,3.2301665817446383,4.084513729176365,72.51513817659406,2.0,6.0,10.0,0
school,6.6791110604549955,3.7356136962604922,3.8623768114172727,,5.0,5.0,10.0,0
