Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
38,Bachelor's,8,Healthcare,Nurse,Medium,Entry,85,19,73,Medium,2,14,72,28,High
24,Master's,3,Finance,Financial Analyst,Medium,Entry,89,7,90,High,10,23,56,22,High
28,High School,6,Finance,Accountant,Small,Senior,24,69,21,Low,0,1,13,9,Low
60,Bachelor's,17,Manufacturing,Operator,Medium,Mid,87,3,77,Medium,2,13,67,29,High
57,High School,10,Telecom,Support Specialist,Medium,Mid,40,63,41,Medium,5,11,18,7,Medium
23,High School,2,Telecom,Support Specialist,Medium,Mid,25,56,72,Low,1,0,23,0,Medium
42,Bachelor's,1,Finance,Auditor,Medium,Entry,66,40,33,Low,0,3,30,2,High
24,Bachelor's,3,Finance,Accountant,Large,Mid,67,33,76,Medium,2,10,47,8,Medium
30,Bachelor's,9,Telecom,Network Engineer,Medium,Entry,47,63,63,Low,1,3,39,3,Medium
49,Master's,14,Logistics,Supply Chain Analyst,Large,Mid,48,28,50,Low,1,2,47,0,Medium
50,Bachelor's,3,Education,Academic Coordinator,Medium,Mid,90,9,74,Medium,3,12,78,7,High
52,PhD,0,Retail,Store Manager,Small,Mid,80,25,77,Medium,4,8,60,20,High
35,Bachelor's,11,Telecom,Network Engineer,Medium,Entry,30,57,26,Low,0,4,28,6,Medium
47,Master's,16,Finance,Accountant,Large,Mid,56,29,34,Low,2,3,37,6,Medium
49,Master's,10,Logistics,Warehouse Manager,Medium,Entry,25,72,72,Low,0,4,23,4,Low
30,Bachelor's,7,Education,Academic Coordinator,Large,Entry,92,6,55,Medium,2,9,62,25,High
26,Bachelor's,5,Healthcare,Health Analyst,Large,Mid,62,39,91,Medium,2,5,58,17,Medium
40,Bachelor's,3,Telecom,Network Engineer,Medium,Mid,23,87,60,Low,1,5,20,5,Low
51,Master's,5,Telecom,Operations Analyst,Medium,Mid,77,23,93,Medium,3,7,41,19,Medium
50,Master's,15,Manufacturing,Operator,Small,Entry,68,34,22,Medium,3,7,45,23,High
26,High School,0,Telecom,Network Engineer,Large,Senior,43,71,54,Low,0,5,39,1,Medium
23,High School,2,Logistics,Dispatcher,Medium,Entry,87,0,52,Medium,5,7,57,26,High
37,Bachelor's,14,Finance,Accountant,Medium,Entry,76,36,84,Medium,3,14,69,16,High
40,Bachelor's,0,Retail,Inventory Analyst,Small,Mid,21,82,50,Low,2,4,13,3,Medium
31,Bachelor's,8,IT,Data Analyst,Medium,Mid,72,24,37,Medium,5,14,67,21,High
59,Bachelor's,3,Healthcare,Health Analyst,Medium,Mid,76,25,58,Medium,4,10,51,16,Medium
23,High School,2,IT,Software Engineer,Medium,Mid,41,61,85,Low,0,4,35,7,Medium
44,Bachelor's,8,Retail,Inventory Analyst,Large,Entry,76,33,38,Medium,2,7,37,9,High
43,High School,11,IT,Data Analyst,Medium,Entry,20,69,38,Low,1,0,19,7,Medium
21,PhD,0,Finance,Financial Analyst,Medium,Entry,85,21,22,Medium,5,7,79,18,High
59,Bachelor's,4,Logistics,Warehouse Manager,Medium,Entry,69,39,45,Medium,4,11,48,26,High
31,PhD,8,Retail,Inventory Analyst,Medium,Mid,67,43,33,Medium,2,14,50,19,Medium
36,PhD,0,Healthcare,Nurse,Medium,Entry,41,57,98,Low,0,3,20,5,Low
58,Bachelor's,14,Telecom,Network Engineer,Small,Entry,87,32,68,Medium,4,10,74,8,High
29,High School,6,Retail,Sales Associate,Medium,Entry,27,74,38,Low,0,0,12,8,Medium
51,Master's,14,Finance,Accountant,Small,Entry,63,19,48,Medium,5,14,37,15,High
59,Master's,3,Finance,Financial Analyst,Large,Entry,34,65,52,Low,0,5,22,7,Medium
53,Master's,5,Education,Academic Coordinator,Large,Entry,78,31,88,Medium,4,11,53,6,Medium
50,Master's,15,IT,Software Engineer,Large,Senior,57,42,94,Low,1,3,56,1,Low
44,Master's,13,Manufacturing,Operator,Medium,Entry,59,39,76,Low,2,3,51,6,High
39,Bachelor's,13,IT,Software Engineer,Medium,Mid,46,50,52,Low,1,3,28,8,Medium
44,Master's,11,Logistics,Dispatcher,Large,Entry,35,61,58,Low,0,2,32,7,Medium
48,Bachelor's,9,Healthcare,Health Analyst,Medium,Mid,22,89,45,Low,2,2,21,2,Low
50,Bachelor's,15,Education,Research Assistant,Small,Entry,21,74,90,Low,0,2,19,7,Low
53,Bachelor's,6,Manufacturing,Quality Engineer,Large,Entry,69,35,91,Medium,4,12,43,10,High
24,Bachelor's,1,Education,Research Assistant,Medium,Mid,28,50,38,Low,2,5,24,8,Low
42,Bachelor's,3,Retail,Sales Associate,Medium,Entry,25,79,52,Low,2,0,13,5,Medium
31,High School,10,Telecom,Network Engineer,Medium,Senior,29,63,74,Low,2,5,19,7,Low
41,High School,8,Finance,Accountant,Small,Mid,17,87,88,Low,0,3,16,0,Low
51,High School,14,Logistics,Warehouse Manager,Large,Entry,84,43,68,Medium,2,10,56,9,High
49,Bachelor's,14,Retail,Inventory Analyst,Medium,Entry,69,8,93,High,9,19,50,50,High
28,PhD,7,Healthcare,Nurse,Medium,Mid,87,22,90,Medium,3,7,68,21,Medium
55,Master's,11,Education,Academic Coordinator,Medium,Mid,54,56,44,Medium,4,13,48,24,Low
32,Bachelor's,3,Finance,Financial Analyst,Medium,Mid,71,31,45,Medium,5,6,34,25,Medium
46,Master's,15,Manufacturing,Production Supervisor,Medium,Mid,78,28,40,Medium,3,7,38,23,High
55,Bachelor's,6,Healthcare,Medical Assistant,Large,Entry,24,89,61,Low,0,0,19,5,Low
48,Master's,2,Finance,Auditor,Small,Senior,39,66,57,Low,1,5,22,9,Low
49,Bachelor's,6,Manufacturing,Quality Engineer,Small,Senior,31,66,54,Low,0,0,19,4,Low
49,Bachelor's,9,Telecom,Network Engineer,Medium,Entry,91,20,49,High,5,19,63,42,High
35,High School,4,Finance,Auditor,Small,Mid,51,35,45,Medium,2,7,50,7,High
36,Master's,15,Healthcare,Health Analyst,Large,Entry,43,67,27,Low,0,4,35,9,Medium
51,Master's,9,Retail,Sales Associate,Medium,Mid,34,70,55,Low,2,0,18,0,Low
30,Master's,9,IT,Software Engineer,Medium,Entry,70,8,51,Medium,5,10,57,16,High
38,Master's,4,Telecom,Network Engineer,Medium,Mid,73,4,87,Low,1,4,66,5,High
35,Bachelor's,11,Manufacturing,Quality Engineer,Medium,Mid,11,94,57,Low,0,3,8,3,Low
40,Bachelor's,5,Manufacturing,Production Supervisor,Small,Mid,12,75,20,Low,0,2,6,5,Low
49,Bachelor's,0,Retail,Inventory Analyst,Large,Entry,90,11,78,High,6,24,85,44,High
35,Bachelor's,0,Manufacturing,Quality Engineer,Medium,Mid,60,47,59,Low,0,2,37,8,High
31,Bachelor's,10,Retail,Store Manager,Medium,Entry,63,26,84,Medium,3,9,52,17,High
32,Master's,3,Education,Academic Coordinator,Medium,Entry,82,14,79,High,10,20,49,30,Medium
47,Master's,9,Retail,Store Manager,Large,Senior,73,1,84,Medium,4,8,55,21,Medium
50,High School,12,Retail,Store Manager,Medium,Senior,94,11,65,High,9,20,77,49,High
43,Bachelor's,7,Logistics,Dispatcher,Medium,Entry,19,67,35,Low,1,5,15,6,Medium
41,Master's,8,Telecom,Operations Analyst,Medium,Mid,83,11,66,Medium,4,9,51,20,High
27,Bachelor's,6,Education,Research Assistant,Medium,Entry,62,20,47,Medium,4,14,44,14,Medium
43,Master's,5,IT,ML Engineer,Large,Mid,59,34,56,Medium,2,6,30,7,Medium
41,PhD,18,Telecom,Operations Analyst,Large,Senior,46,42,39,Low,0,4,31,3,Low
37,Master's,12,Manufacturing,Quality Engineer,Medium,Mid,64,36,56,Medium,2,6,31,19,Medium
52,Bachelor's,8,Logistics,Supply Chain Analyst,Small,Entry,64,32,48,Medium,2,12,50,26,High
39,Bachelor's,11,Manufacturing,Operator,Large,Senior,82,21,87,Medium,3,9,76,7,High
38,Bachelor's,4,IT,ML Engineer,Medium,Mid,28,86,42,Low,1,1,23,0,Low
37,Bachelor's,9,Healthcare,Health Analyst,Large,Mid,55,36,89,Low,2,5,45,5,Medium
57,Bachelor's,1,Finance,Financial Analyst,Large,Mid,28,77,61,Low,0,1,19,7,Medium
52,Bachelor's,10,Logistics,Dispatcher,Medium,Mid,52,53,88,Medium,5,13,37,26,Medium
43,Bachelor's,11,Retail,Sales Associate,Large,Mid,93,5,46,High,6,26,85,71,High
28,Bachelor's,7,Finance,Financial Analyst,Medium,Mid,71,42,34,Medium,2,8,67,9,High
31,Bachelor's,0,Telecom,Operations Analyst,Large,Entry,58,42,35,Low,0,2,46,9,High
47,Bachelor's,11,Finance,Accountant,Small,Mid,74,14,73,Medium,5,14,64,8,High
50,Master's,9,Retail,Store Manager,Medium,Mid,23,80,70,Low,1,3,19,3,Low
26,Master's,5,Logistics,Supply Chain Analyst,Medium,Entry,61,54,91,Medium,4,13,45,11,Medium
42,High School,9,Telecom,Support Specialist,Medium,Entry,75,16,33,High,6,16,49,62,High
38,High School,4,IT,Data Analyst,Small,Entry,51,56,72,Low,2,1,34,8,Medium
35,Master's,2,Healthcare,Nurse,Small,Mid,66,17,98,Medium,5,13,32,5,Medium
25,Bachelor's,4,Logistics,Dispatcher,Small,Entry,49,41,62,Medium,3,11,47,24,High
26,High School,5,Retail,Inventory Analyst,Medium,Mid,48,56,47,Low,1,5,24,2,Medium
53,Bachelor's,5,Manufacturing,Production Supervisor,Medium,Entry,14,93,92,Low,1,3,12,1,Low
37,Bachelor's,10,Healthcare,Medical Assistant,Medium,Entry,84,29,69,High,8,17,61,55,High
46,PhD,12,Healthcare,Health Analyst,Medium,Entry,75,3,39,Medium,2,7,35,5,Medium
52,Master's,11,Healthcare,Health Analyst,Medium,Mid,47,66,72,Low,2,1,45,3,Low
30,Master's,3,Healthcare,Health Analyst,Small,Mid,57,30,91,Medium,5,13,31,29,Low
60,High School,13,Manufacturing,Production Supervisor,Small,Entry,74,19,25,Medium,2,14,56,13,High
22,High School,1,Retail,Store Manager,Small,Entry,38,57,74,Low,1,3,19,7,High
28,Master's,7,Telecom,Operations Analyst,Medium,Entry,65,25,70,Medium,2,10,45,18,Medium
60,Bachelor's,2,Retail,Store Manager,Medium,Entry,19,66,67,Low,2,4,16,8,Medium
31,High School,7,Retail,Sales Associate,Small,Mid,44,64,29,Low,1,0,43,9,High
36,Bachelor's,12,Education,Academic Coordinator,Small,Entry,39,61,52,Medium,4,8,24,22,Low
25,Bachelor's,4,IT,Software Engineer,Medium,Senior,85,25,39,Medium,2,11,40,11,Medium
54,Bachelor's,9,Finance,Auditor,Medium,Mid,23,80,83,Low,1,1,13,0,Low
40,Master's,6,Manufacturing,Quality Engineer,Medium,Mid,12,87,71,Low,1,5,7,6,Low
48,PhD,11,Manufacturing,Production Supervisor,Large,Mid,27,68,40,Low,1,4,14,3,Low
27,Master's,6,Manufacturing,Operator,Small,Mid,34,50,69,Low,0,3,26,8,Medium
35,Master's,6,Manufacturing,Production Supervisor,Medium,Entry,55,31,40,Low,1,3,40,8,High
45,Bachelor's,4,IT,Software Engineer,Medium,Mid,10,100,84,Low,2,3,4,8,Low
58,Master's,6,Manufacturing,Production Supervisor,Medium,Entry,32,78,38,Low,2,5,29,4,Medium
31,Master's,10,Education,Teacher,Medium,Senior,71,47,78,Medium,2,14,66,12,Low
24,Bachelor's,3,Manufacturing,Quality Engineer,Small,Mid,90,13,63,Medium,2,11,74,20,High
32,Bachelor's,11,Telecom,Support Specialist,Small,Mid,21,74,24,Low,2,5,17,6,Low
53,Bachelor's,10,Finance,Accountant,Medium,Entry,65,47,35,Medium,5,11,64,6,High
43,Master's,4,Telecom,Operations Analyst,Large,Mid,36,61,82,Low,2,5,22,0,Low
59,Bachelor's,0,Finance,Financial Analyst,Medium,Mid,85,14,68,High,10,26,55,21,High
59,Bachelor's,8,Telecom,Support Specialist,Large,Entry,39,45,52,Low,0,5,21,2,Medium
40,High School,8,IT,ML Engineer,Medium,Senior,12,100,69,Low,0,4,5,3,Low
31,Bachelor's,2,Manufacturing,Production Supervisor,Medium,Entry,19,81,79,Low,0,1,17,9,Medium
58,Master's,13,Manufacturing,Quality Engineer,Small,Entry,48,67,88,Low,1,1,47,8,Medium
39,Master's,12,Education,Teacher,Small,Mid,11,89,89,Low,1,2,7,3,Low
59,Master's,12,Finance,Accountant,Small,Mid,63,42,83,Medium,5,6,35,5,Medium
56,Master's,9,Logistics,Supply Chain Analyst,Small,Mid,48,47,51,Medium,3,10,32,6,Medium
51,Master's,14,Education,Academic Coordinator,Large,Entry,93,15,36,Medium,2,8,59,13,High
39,Bachelor's,8,Healthcare,Medical Assistant,Small,Senior,12,68,26,Low,1,2,10,8,Low
45,Bachelor's,1,Education,Teacher,Medium,Entry,44,42,82,Low,1,3,32,9,Medium
26,High School,1,IT,ML Engineer,Medium,Mid,24,81,77,Low,0,4,17,4,Low
37,High School,5,Healthcare,Medical Assistant,Medium,Entry,63,41,58,Medium,3,14,42,16,High
27,Bachelor's,1,Finance,Auditor,Medium,Mid,60,30,31,Medium,2,8,37,11,High
26,Master's,5,Finance,Accountant,Medium,Senior,53,56,43,Medium,4,7,52,28,Low
24,Bachelor's,3,Retail,Sales Associate,Medium,Entry,33,49,59,Low,1,2,18,5,Medium
39,Bachelor's,8,Telecom,Support Specialist,Large,Mid,38,54,28,Low,0,5,30,3,Medium
23,Master's,0,Manufacturing,Production Supervisor,Large,Mid,79,6,32,Medium,4,14,78,12,High
58,Master's,6,Healthcare,Nurse,Medium,Senior,30,70,86,Low,1,4,19,9,Low
51,Bachelor's,11,Healthcare,Nurse,Medium,Mid,19,76,87,Low,2,3,14,8,Low
53,Bachelor's,9,Logistics,Warehouse Manager,Medium,Entry,13,91,78,Low,1,3,7,3,Low
33,Bachelor's,12,Telecom,Support Specialist,Large,Mid,51,36,52,Low,1,5,33,5,Medium
52,Master's,1,Telecom,Operations Analyst,Large,Mid,78,43,84,Medium,3,6,36,14,Medium
22,High School,1,Healthcare,Nurse,Small,Senior,37,50,87,Low,2,5,21,3,Low
27,High School,6,Education,Teacher,Medium,Entry,66,41,69,Low,2,4,34,6,Medium
25,Bachelor's,2,Retail,Inventory Analyst,Small,Mid,60,48,92,Medium,4,10,47,17,High
57,Master's,13,Telecom,Network Engineer,Large,Entry,52,36,50,Low,2,4,50,4,High
35,Master's,2,Manufacturing,Production Supervisor,Medium,Mid,42,59,57,Low,1,0,30,5,Medium
22,Bachelor's,1,Finance,Auditor,Medium,Senior,55,42,44,Medium,5,9,29,16,Medium
21,High School,0,Retail,Inventory Analyst,Medium,Senior,89,24,86,Medium,2,7,81,10,High
39,Master's,1,IT,ML Engineer,Large,Senior,20,70,34,Low,0,2,12,8,Low
30,PhD,9,Retail,Sales Associate,Small,Entry,11,91,41,Low,1,0,9,2,Low
26,Master's,5,Healthcare,Medical Assistant,Large,Mid,68,42,65,Medium,2,10,31,16,Low
35,Bachelor's,11,Healthcare,Medical Assistant,Large,Senior,16,82,64,Low,2,5,9,8,Low
27,PhD,6,IT,Data Analyst,Large,Entry,73,44,83,Medium,4,7,41,26,Medium
34,Bachelor's,9,Telecom,Operations Analyst,Medium,Entry,56,35,74,Medium,3,12,26,16,Medium
49,Bachelor's,9,Healthcare,Health Analyst,Medium,Entry,37,54,48,Medium,2,9,33,14,Medium
25,High School,4,Retail,Sales Associate,Large,Senior,77,23,79,Medium,2,13,56,10,High
55,Bachelor's,4,Telecom,Network Engineer,Medium,Mid,56,26,45,Medium,5,9,41,15,Medium
27,Bachelor's,6,Retail,Sales Associate,Medium,Entry,79,27,71,High,5,23,73,67,High
44,Bachelor's,6,Retail,Store Manager,Large,Mid,36,56,98,Low,2,3,19,1,Low
38,Master's,9,Manufacturing,Production Supervisor,Medium,Mid,17,79,54,Low,2,5,16,7,Low
28,High School,5,Logistics,Warehouse Manager,Medium,Entry,65,40,55,Medium,4,8,55,14,High
31,Bachelor's,9,Finance,Auditor,Medium,Entry,22,85,75,Low,1,5,14,6,Low
37,Master's,4,Telecom,Support Specialist,Medium,Mid,37,62,36,Low,1,5,28,4,Low
26,Master's,5,Manufacturing,Operator,Large,Mid,73,21,90,Medium,2,11,46,17,High
21,Bachelor's,0,IT,ML Engineer,Medium,Entry,71,35,61,Medium,4,10,53,12,High
34,PhD,13,Telecom,Support Specialist,Large,Entry,84,17,82,High,7,20,82,20,High
37,Master's,11,Manufacturing,Production Supervisor,Small,Entry,93,0,42,High,5,29,58,38,High
52,Bachelor's,8,Manufacturing,Production Supervisor,Small,Entry,81,20,21,Medium,4,8,46,16,High
24,Bachelor's,3,Healthcare,Medical Assistant,Medium,Mid,25,58,86,Low,1,1,21,5,Low
48,Master's,14,Healthcare,Health Analyst,Medium,Senior,41,72,57,Low,1,1,36,0,Low
55,Bachelor's,4,Education,Academic Coordinator,Medium,Senior,27,81,49,Low,0,3,17,4,Low
25,Master's,0,IT,Data Analyst,Medium,Mid,28,61,78,Low,2,5,27,0,Low
36,High School,8,Manufacturing,Production Supervisor,Large,Entry,33,67,24,Low,1,0,20,4,High
41,Bachelor's,11,Education,Teacher,Medium,Mid,87,19,87,High,8,15,83,63,High
36,Bachelor's,0,Education,Teacher,Medium,Mid,68,43,93,Low,1,0,50,5,Medium
23,Bachelor's,2,Education,Research Assistant,Large,Entry,53,53,73,Low,2,5,52,3,Medium
60,High School,0,Manufacturing,Quality Engineer,Medium,Mid,62,39,22,Medium,2,13,45,29,High
22,Master's,1,IT,Software Engineer,Medium,Entry,10,100,50,Low,2,1,8,9,Low
47,Bachelor's,14,Telecom,Operations Analyst,Small,Mid,73,17,63,Low,2,4,59,3,High
55,High School,10,Telecom,Support Specialist,Large,Entry,77,28,59,Medium,5,10,76,25,High
35,High School,14,Education,Teacher,Large,Mid,73,16,80,High,9,27,55,76,Medium
55,High School,1,Education,Research Assistant,Medium,Mid,88,0,33,Medium,2,5,46,16,High
43,Bachelor's,8,Finance,Financial Analyst,Large,Mid,64,47,93,Medium,4,6,33,10,Medium
52,Master's,0,Telecom,Support Specialist,Medium,Senior,27,87,83,Low,0,3,20,1,Low
36,High School,0,IT,Data Analyst,Large,Mid,18,78,33,Low,1,1,15,2,Medium
46,Bachelor's,10,Logistics,Supply Chain Analyst,Medium,Mid,22,73,71,Low,2,1,18,2,Low
43,Master's,17,Retail,Store Manager,Small,Senior,26,67,82,Low,2,2,11,4,Low
30,Master's,0,IT,ML Engineer,Medium,Entry,82,17,52,Medium,3,8,74,21,High
40,Master's,7,Education,Academic Coordinator,Small,Entry,84,3,70,Medium,5,14,56,29,High
25,PhD,4,Healthcare,Health Analyst,Medium,Entry,16,91,47,Low,1,4,11,2,Low
44,Bachelor's,15,Logistics,Supply Chain Analyst,Large,Senior,70,23,34,Medium,3,6,39,9,Medium
53,Master's,10,Manufacturing,Quality Engineer,Medium,Mid,86,12,34,Medium,4,10,56,8,High
53,PhD,4,Telecom,Operations Analyst,Large,Senior,86,12,63,High,5,30,47,53,Medium
24,High School,0,Telecom,Operations Analyst,Large,Senior,56,48,94,Medium,2,12,46,6,Medium
22,High School,0,Telecom,Support Specialist,Medium,Entry,84,0,35,Medium,2,9,62,18,High
23,Master's,2,Logistics,Dispatcher,Small,Entry,74,32,54,Medium,5,12,71,23,High
40,Bachelor's,10,Manufacturing,Quality Engineer,Small,Mid,58,48,42,Medium,4,7,50,9,High
60,Master's,6,IT,Data Analyst,Small,Entry,41,61,90,Low,0,5,24,8,Low
23,Master's,2,Finance,Financial Analyst,Medium,Entry,19,80,53,Low,2,2,18,3,Medium
46,Bachelor's,12,IT,Data Analyst,Medium,Senior,24,66,87,Low,0,1,13,2,Low
35,High School,11,IT,Software Engineer,Large,Mid,56,36,70,Medium,4,10,47,29,Medium
26,Bachelor's,5,Manufacturing,Operator,Large,Senior,34,62,65,Low,2,3,23,2,Low
42,Bachelor's,5,Logistics,Supply Chain Analyst,Medium,Mid,77,12,43,Medium,3,8,40,25,High
47,Master's,12,Finance,Accountant,Medium,Mid,28,66,77,Low,1,3,16,5,Low
25,Bachelor's,4,Retail,Inventory Analyst,Medium,Entry,11,88,64,Low,0,3,8,1,Low
54,Bachelor's,5,Manufacturing,Operator,Large,Mid,80,0,91,Medium,3,5,78,12,High
31,Master's,10,Logistics,Supply Chain Analyst,Large,Entry,38,41,87,Low,0,5,36,1,Medium
36,PhD,11,Education,Academic Coordinator,Large,Entry,45,63,50,Low,0,3,34,4,Low
41,Bachelor's,8,Logistics,Warehouse Manager,Large,Mid,22,75,74,Low,1,3,19,2,Low
51,PhD,12,Telecom,Support Specialist,Small,Mid,27,76,27,Low,2,3,12,6,Low
42,Bachelor's,15,Education,Teacher,Small,Mid,12,100,72,Low,2,5,6,1,Low
43,Master's,6,Education,Teacher,Small,Mid,66,42,91,Medium,5,14,41,28,Low
37,Master's,10,Telecom,Network Engineer,Medium,Mid,37,71,74,Low,0,5,31,8,Low
55,High School,6,Finance,Financial Analyst,Medium,Senior,82,16,88,Medium,2,10,79,23,High
34,Bachelor's,5,Logistics,Dispatcher,Small,Mid,33,51,82,Low,0,0,16,3,Low
39,High School,1,Manufacturing,Quality Engineer,Small,Senior,10,89,49,Low,0,4,5,8,Low
53,High School,9,Healthcare,Nurse,Medium,Entry,46,52,72,Medium,4,11,28,27,Medium
49,Bachelor's,2,Manufacturing,Operator,Medium,Mid,43,61,47,Low,0,2,19,8,Medium
41,Bachelor's,15,Retail,Sales Associate,Medium,Entry,37,65,89,Low,0,0,29,4,Medium
28,Master's,2,Telecom,Operations Analyst,Large,Senior,76,24,51,Medium,3,12,60,13,Medium
57,Master's,12,Education,Teacher,Large,Entry,59,46,92,Medium,3,14,32,8,Low
28,Master's,7,Manufacturing,Quality Engineer,Small,Entry,68,45,89,Low,0,5,54,5,High
54,Bachelor's,10,IT,ML Engineer,Medium,Entry,30,90,37,Low,2,3,14,7,Low
57,Master's,7,Education,Academic Coordinator,Small,Entry,80,15,31,Medium,2,5,66,18,High
57,Master's,6,Telecom,Operations Analyst,Small,Entry,38,76,68,Low,2,3,22,5,Low
45,Master's,4,Retail,Sales Associate,Medium,Mid,50,42,94,Medium,2,6,46,22,Medium
31,Master's,10,Education,Academic Coordinator,Medium,Mid,76,28,74,Medium,3,7,38,20,Medium
35,Bachelor's,11,IT,Software Engineer,Medium,Entry,93,18,76,High,8,30,45,75,High
59,Bachelor's,14,Manufacturing,Production Supervisor,Medium,Entry,69,25,40,Medium,5,11,38,22,High
29,High School,8,Telecom,Network Engineer,Small,Mid,61,42,74,Medium,5,14,43,20,Medium
35,Master's,14,Logistics,Dispatcher,Medium,Mid,71,27,80,Medium,2,6,64,22,High
54,Master's,3,Healthcare,Medical Assistant,Large,Entry,61,32,70,Low,2,5,27,3,Medium
26,High School,5,Logistics,Supply Chain Analyst,Large,Mid,61,38,50,Medium,5,12,32,26,High
39,Master's,1,Manufacturing,Production Supervisor,Small,Mid,85,35,89,High,5,30,77,67,High
57,Bachelor's,8,Healthcare,Medical Assistant,Large,Entry,83,1,91,Medium,4,9,60,10,High
60,Master's,11,IT,ML Engineer,Large,Entry,66,34,91,Medium,3,6,48,10,Medium
46,PhD,9,Retail,Inventory Analyst,Small,Mid,63,24,75,Medium,3,12,61,6,Medium
26,Master's,5,Education,Research Assistant,Small,Entry,48,50,52,Low,2,4,39,3,Medium
30,Master's,6,Logistics,Warehouse Manager,Small,Entry,53,62,89,Medium,4,9,47,27,Medium
39,Bachelor's,10,Healthcare,Medical Assistant,Medium,Entry,21,73,21,Low,2,0,17,7,Low
41,Bachelor's,14,Manufacturing,Operator,Medium,Mid,26,77,42,Low,2,3,16,5,Low
31,Bachelor's,1,Finance,Auditor,Small,Entry,69,31,78,Medium,2,6,49,20,High
24,Bachelor's,3,Telecom,Network Engineer,Medium,Mid,73,11,45,Medium,2,13,50,10,High
40,Bachelor's,8,Manufacturing,Operator,Medium,Senior,44,41,49,Low,1,3,28,3,Medium
24,Bachelor's,0,Retail,Inventory Analyst,Medium,Entry,15,84,73,Low,1,3,10,3,Medium
51,Bachelor's,5,Telecom,Operations Analyst,Medium,Entry,75,15,91,Low,1,3,49,2,High
30,Master's,9,IT,ML Engineer,Small,Entry,83,15,47,Medium,3,12,59,5,High
42,Master's,12,Telecom,Network Engineer,Small,Entry,33,47,26,Low,1,5,32,6,Medium
21,Bachelor's,0,Education,Research Assistant,Medium,Entry,32,67,88,Medium,4,11,17,19,Low
59,Bachelor's,11,Education,Teacher,Large,Mid,74,31,67,Medium,5,10,61,18,Medium
28,High School,7,IT,ML Engineer,Medium,Entry,40,53,86,Low,2,1,25,7,Medium
44,Bachelor's,19,Finance,Accountant,Medium,Mid,94,18,34,High,9,24,47,49,High
46,PhD,9,Finance,Accountant,Large,Entry,23,81,41,Low,0,2,13,0,Low
55,Bachelor's,9,Logistics,Dispatcher,Small,Entry,38,40,22,Low,1,5,22,2,Medium
52,Master's,12,Telecom,Operations Analyst,Small,Mid,77,31,75,High,6,16,69,25,High
35,Master's,5,Education,Teacher,Medium,Mid,56,32,74,Medium,4,6,52,9,Medium
56,Bachelor's,14,Retail,Store Manager,Medium,Mid,32,45,94,Low,1,1,19,0,Low
41,Bachelor's,0,Manufacturing,Operator,Small,Mid,50,62,50,Medium,4,13,40,21,High
31,Bachelor's,10,Education,Teacher,Medium,Mid,64,35,79,Low,2,2,61,5,Medium
49,Bachelor's,6,Logistics,Warehouse Manager,Medium,Mid,62,43,56,Medium,3,7,38,24,Medium
26,Bachelor's,5,Education,Research Assistant,Medium,Mid,19,77,20,Low,2,5,13,7,Low
53,Master's,10,Telecom,Support Specialist,Large,Mid,38,48,90,Low,0,1,23,5,Low
41,Master's,12,IT,Software Engineer,Large,Entry,20,74,27,Low,1,4,10,0,Low
26,Bachelor's,5,Telecom,Support Specialist,Medium,Entry,37,72,47,Low,2,4,27,4,Medium
24,High School,3,Telecom,Network Engineer,Large,Mid,57,27,53,Low,0,1,49,2,High
51,Bachelor's,9,IT,Software Engineer,Medium,Mid,76,21,88,Medium,3,13,59,26,Medium
40,Bachelor's,8,Telecom,Network Engineer,Medium,Mid,38,65,49,Low,0,5,35,3,Medium
57,Bachelor's,11,Manufacturing,Quality Engineer,Large,Entry,13,87,57,Low,0,4,10,6,Low
36,Bachelor's,4,Manufacturing,Production Supervisor,Large,Senior,72,21,45,Medium,2,9,40,23,Medium
37,Master's,10,Manufacturing,Quality Engineer,Medium,Mid,58,32,48,Medium,3,7,38,21,Medium
23,Master's,2,Telecom,Operations Analyst,Small,Entry,18,82,32,Low,1,2,11,5,Low
46,Bachelor's,6,Retail,Store Manager,Medium,Entry,73,20,87,High,8,30,48,47,High
47,Bachelor's,9,Finance,Auditor,Medium,Entry,85,22,73,Medium,5,14,62,12,High
44,Master's,13,Finance,Auditor,Small,Mid,84,1,85,Medium,2,9,51,23,High
49,PhD,11,Healthcare,Nurse,Large,Entry,38,72,83,Low,0,5,36,6,Low
55,Bachelor's,11,Retail,Sales Associate,Small,Entry,40,72,44,Low,1,1,28,2,Medium
41,Master's,5,Logistics,Dispatcher,Medium,Entry,80,26,86,Medium,2,5,37,6,High
28,Bachelor's,7,Telecom,Network Engineer,Small,Entry,62,25,48,Low,0,1,30,8,High
38,Bachelor's,15,Logistics,Dispatcher,Small,Entry,49,33,66,Medium,5,5,28,15,Medium
51,Master's,12,IT,Data Analyst,Medium,Senior,44,49,58,Medium,4,8,31,16,Low
60,High School,1,Retail,Store Manager,Medium,Mid,73,23,83,Medium,5,8,67,26,High
41,High School,2,Logistics,Warehouse Manager,Medium,Mid,77,20,88,High,10,26,55,52,High
